Gender,Race_Ethnicity,Parental_Level_of_Education,Lunch,Test_Preparation,Maths_Score,Reading_Score,Writing_Score
Male,Group A,high school,Standard,None,3,13,41
Female,Group C,some high school,Standard,None,10,69,48
Female,Group C,high school,Standard,None,28,12,78
Male,Group D,some high school,Free/Reduced,None,79,41,50
Female,Group B,associate's degree,Free/Reduced,Completed,1,51,63
Female,Group C,bachelor's degree,Free/Reduced,None,88,6,25
Female,Group D,some high school,Free/Reduced,None,62,84,73
Female,Group E,master's degree,Standard,None,93,41,55
Female,Group D,some high school,Standard,None,51,5,71
Male,Group D,some college,Free/Reduced,Completed,31,64,49
Female,Group E,some high school,Free/Reduced,None,99,72,98
Male,Group D,associate's degree,Free/Reduced,Completed,18,26,25
Female,Group B,bachelor's degree,Free/Reduced,None,0,70,35
Male,Group E,some high school,Free/Reduced,None,26,66,93
Female,Group C,bachelor's degree,Free/Reduced,Completed,51,78,73
Male,Group C,some high school,Free/Reduced,None,79,21,34
Male,Group E,master's degree,Standard,None,60,57,96
Female,Group A,bachelor's degree,Free/Reduced,Completed,22,35,63
Male,Group B,associate's degree,Standard,None,79,96,52
Male,Group B,associate's degree,Standard,Completed,95,25,72
Female,Group A,bachelor's degree,Free/Reduced,None,52,23,99
Female,Group E,some college,Standard,Completed,40,51,4
Female,Group A,associate's degree,Free/Reduced,Completed,29,92,49
Female,Group C,master's degree,Standard,None,9,32,98
Female,Group E,high school,Free/Reduced,None,92,67,46
Female,Group C,bachelor's degree,Standard,None,53,22,10
Female,Group E,some college,Standard,None,92,11,8
Male,Group D,master's degree,Standard,None,99,78,89
Female,Group C,high school,Free/Reduced,Completed,64,89,29
Female,Group B,master's degree,Standard,None,42,11,33
Female,Group C,master's degree,Free/Reduced,None,59,66,4
Male,Group B,some high school,Free/Reduced,Completed,43,19,65
Female,Group A,bachelor's degree,Standard,None,83,89,32
Female,Group D,some college,Free/Reduced,None,35,72,24
Male,Group A,associate's degree,Free/Reduced,None,95,59,78
Female,Group A,bachelor's degree,Free/Reduced,None,27,49,93
Female,Group C,master's degree,Standard,None,81,27,7
Female,Group D,master's degree,Free/Reduced,None,65,21,31
Male,Group A,associate's degree,Standard,None,19,99,48
Female,Group E,bachelor's degree,Standard,Completed,44,100,80
Male,Group E,master's degree,Standard,Completed,15,11,74
Female,Group B,some high school,Standard,None,63,67,44
Female,Group D,associate's degree,Standard,Completed,21,58,27
Female,Group D,master's degree,Standard,Completed,62,84,46
Male,Group D,some college,Free/Reduced,None,57,70,33
Male,Group C,some high school,Standard,Completed,37,29,62
Female,Group A,some college,Free/Reduced,Completed,52,27,25
Female,Group E,bachelor's degree,Standard,Completed,77,21,77
Male,Group E,associate's degree,Free/Reduced,Completed,69,49,2
Female,Group C,high school,Free/Reduced,Completed,11,31,95
Male,Group B,associate's degree,Free/Reduced,Completed,91,40,94
Female,Group E,bachelor's degree,Free/Reduced,None,85,45,6
Male,Group C,bachelor's degree,Standard,Completed,95,93,26
Male,Group C,associate's degree,Standard,None,43,68,72
Female,Group B,high school,Standard,None,40,10,83
Female,Group A,master's degree,Free/Reduced,None,4,2,55
Male,Group E,bachelor's degree,Free/Reduced,Completed,94,92,7
Female,Group A,high school,Standard,Completed,54,68,21
Female,Group D,associate's degree,Standard,None,48,76,95
Male,Group B,associate's degree,Free/Reduced,Completed,92,3,2
Male,Group C,some high school,Standard,Completed,70,31,90
Female,Group D,high school,Standard,Completed,97,45,20
Female,Group A,high school,Free/Reduced,Completed,26,25,94
Female,Group A,associate's degree,Standard,None,2,14,50
Male,Group E,high school,Free/Reduced,Completed,22,65,38
Male,Group D,associate's degree,Standard,None,83,64,87
Male,Group D,associate's degree,Free/Reduced,Completed,26,26,8
Male,Group A,master's degree,Free/Reduced,None,95,78,6
Male,Group D,some high school,Free/Reduced,Completed,37,71,22
Female,Group C,bachelor's degree,Free/Reduced,Completed,23,35,32
Male,Group C,associate's degree,Standard,None,1,35,95
Male,Group A,bachelor's degree,Free/Reduced,None,18,14,52
Male,Group A,high school,Free/Reduced,Completed,66,58,86
Female,Group B,some college,Free/Reduced,None,63,38,41
Male,Group C,high school,Free/Reduced,None,68,25,1
Male,Group B,master's degree,Standard,Completed,18,40,99
Female,Group E,some high school,Standard,Completed,22,96,9
Male,Group B,some college,Free/Reduced,Completed,3,30,67
Female,Group B,master's degree,Free/Reduced,None,41,46,54
Male,Group B,some college,Free/Reduced,None,92,43,74
Female,Group C,master's degree,Free/Reduced,None,19,78,58
Female,Group D,some college,Standard,Completed,97,35,57
Male,Group A,some college,Free/Reduced,Completed,36,59,92
Female,Group D,associate's degree,Standard,Completed,78,48,14
Female,Group D,some college,Standard,None,0,85,63
Female,Group B,some college,Free/Reduced,Completed,86,35,9
Male,Group E,bachelor's degree,Free/Reduced,Completed,42,97,12
Male,Group E,bachelor's degree,Free/Reduced,None,48,15,18
Female,Group C,some high school,Free/Reduced,None,65,10,32
Female,Group C,associate's degree,Free/Reduced,None,10,63,86
Female,Group E,associate's degree,Free/Reduced,Completed,35,79,39
Male,Group D,some college,Standard,Completed,43,65,97
Male,Group E,some college,Free/Reduced,None,40,27,97
Male,Group C,bachelor's degree,Standard,None,24,37,43
Female,Group A,master's degree,Free/Reduced,Completed,29,59,79
Female,Group E,bachelor's degree,Free/Reduced,Completed,6,23,46
Male,Group D,bachelor's degree,Standard,Completed,35,43,85
Female,Group C,some high school,Standard,Completed,75,6,47
Female,Group D,associate's degree,Free/Reduced,Completed,15,58,72
Female,Group A,associate's degree,Standard,None,25,45,42
Male,Group D,associate's degree,Standard,None,95,11,95
Male,Group A,some college,Free/Reduced,None,22,79,4
Female,Group A,some high school,Free/Reduced,Completed,3,88,38
Male,Group B,some high school,Free/Reduced,Completed,92,93,22
Female,Group B,associate's degree,Free/Reduced,Completed,88,51,86
Female,Group C,master's degree,Free/Reduced,None,26,53,92
Male,Group A,some college,Standard,Completed,85,72,24
Female,Group C,master's degree,Free/Reduced,Completed,92,52,92
Female,Group A,master's degree,Standard,None,52,85,76
Male,Group E,bachelor's degree,Standard,Completed,51,27,20
Female,Group A,master's degree,Free/Reduced,Completed,15,71,35
Male,Group D,bachelor's degree,Standard,None,88,54,20
Female,Group B,some college,Free/Reduced,Completed,100,5,10
Female,Group A,master's degree,Free/Reduced,Completed,0,78,69
Male,Group D,high school,Standard,Completed,17,65,58
Female,Group A,associate's degree,Free/Reduced,None,62,96,26
Male,Group B,some high school,Free/Reduced,None,17,96,97
Female,Group C,some high school,Free/Reduced,None,14,41,37
Female,Group A,master's degree,Standard,Completed,19,82,26
Male,Group B,master's degree,Standard,Completed,2,8,94
Male,Group C,bachelor's degree,Free/Reduced,Completed,0,45,17
Female,Group E,master's degree,Free/Reduced,None,46,34,47
Female,Group A,some college,Free/Reduced,Completed,79,58,32
Male,Group C,some college,Standard,Completed,62,46,76
Female,Group B,high school,Standard,Completed,49,52,23
Female,Group E,associate's degree,Standard,None,96,46,13
Male,Group E,high school,Free/Reduced,Completed,33,16,80
Male,Group A,master's degree,Free/Reduced,Completed,24,79,97
Female,Group C,master's degree,Free/Reduced,Completed,5,45,66
Female,Group B,high school,Free/Reduced,Completed,86,72,87
Female,Group A,high school,Standard,Completed,34,99,38
Female,Group C,some high school,Free/Reduced,Completed,68,90,45
Male,Group A,high school,Standard,Completed,21,14,67
Female,Group B,associate's degree,Free/Reduced,Completed,61,84,70
Male,Group E,bachelor's degree,Free/Reduced,None,14,15,86
Male,Group C,high school,Free/Reduced,None,42,54,3
Male,Group A,master's degree,Free/Reduced,Completed,52,85,64
Male,Group A,associate's degree,Free/Reduced,None,3,6,25
Male,Group B,high school,Free/Reduced,None,76,33,69
Male,Group E,high school,Free/Reduced,Completed,21,43,18
Female,Group B,some high school,Free/Reduced,Completed,11,25,90
Female,Group B,associate's degree,Free/Reduced,Completed,34,47,66
Female,Group B,bachelor's degree,Standard,None,36,41,62
Female,Group E,master's degree,Standard,None,96,47,34
Female,Group B,bachelor's degree,Standard,Completed,93,20,79
Male,Group E,associate's degree,Standard,Completed,82,7,57
Female,Group C,master's degree,Free/Reduced,None,39,31,52
Male,Group C,high school,Free/Reduced,Completed,16,8,15
Female,Group B,master's degree,Free/Reduced,None,81,61,53
Female,Group C,some college,Free/Reduced,Completed,78,21,93
Female,Group A,bachelor's degree,Standard,Completed,37,90,11
Female,Group C,bachelor's degree,Free/Reduced,None,82,53,56
Male,Group A,master's degree,Free/Reduced,None,10,25,78
Male,Group A,master's degree,Standard,Completed,60,36,6
Male,Group A,associate's degree,Free/Reduced,Completed,8,56,92
Female,Group B,bachelor's degree,Free/Reduced,None,69,1,1
Female,Group E,high school,Standard,Completed,23,97,77
Male,Group C,some high school,Standard,Completed,99,36,8
Female,Group A,bachelor's degree,Standard,Completed,1,68,16
Female,Group A,some college,Standard,Completed,46,60,94
Male,Group D,bachelor's degree,Free/Reduced,None,21,79,60
Male,Group A,associate's degree,Free/Reduced,Completed,16,95,78
Female,Group A,associate's degree,Standard,Completed,50,60,67
Male,Group A,some college,Standard,None,76,38,8
Male,Group B,bachelor's degree,Standard,None,4,23,99
Female,Group B,associate's degree,Standard,Completed,81,60,83
Male,Group A,bachelor's degree,Free/Reduced,None,26,52,10
Male,Group C,high school,Standard,Completed,3,34,83
Female,Group A,bachelor's degree,Free/Reduced,None,82,73,54
Male,Group A,bachelor's degree,Free/Reduced,Completed,52,23,3
Female,Group C,high school,Free/Reduced,None,94,76,30
Female,Group D,associate's degree,Standard,Completed,95,47,97
Male,Group B,bachelor's degree,Free/Reduced,Completed,76,88,72
Female,Group A,bachelor's degree,Standard,Completed,6,42,99
Male,Group D,high school,Standard,None,9,90,43
Female,Group A,master's degree,Free/Reduced,None,44,5,1
Female,Group A,some high school,Free/Reduced,Completed,36,1,19
Male,Group D,associate's degree,Free/Reduced,Completed,50,12,7
Male,Group D,bachelor's degree,Free/Reduced,None,99,38,73
Male,Group C,master's degree,Free/Reduced,Completed,1,29,83
Male,Group E,master's degree,Standard,Completed,53,32,4
Female,Group D,some college,Free/Reduced,None,38,77,14
Female,Group E,bachelor's degree,Standard,None,49,40,21
Male,Group C,some high school,Free/Reduced,None,57,13,92
Male,Group B,high school,Free/Reduced,None,67,23,68
Male,Group D,bachelor's degree,Free/Reduced,Completed,83,89,31
Male,Group D,bachelor's degree,Standard,Completed,2,89,39
Male,Group B,high school,Free/Reduced,Completed,34,25,93
Male,Group D,bachelor's degree,Standard,None,46,61,3
Female,Group C,bachelor's degree,Standard,Completed,32,86,73
Female,Group D,bachelor's degree,Standard,Completed,79,55,62
Female,Group D,master's degree,Standard,None,82,70,56
Male,Group C,associate's degree,Free/Reduced,None,95,93,7
Male,Group C,some college,Free/Reduced,None,98,4,68
Male,Group B,master's degree,Free/Reduced,None,34,20,73
Female,Group A,master's degree,Free/Reduced,Completed,7,41,24
Female,Group D,some high school,Standard,Completed,100,5,97
Male,Group B,high school,Standard,None,55,88,12
Female,Group D,associate's degree,Free/Reduced,Completed,38,56,99
Male,Group A,some college,Free/Reduced,Completed,60,82,15
Male,Group D,some high school,Standard,None,82,9,30
Male,Group C,some college,Free/Reduced,None,19,59,68
Male,Group C,some high school,Free/Reduced,None,86,2,34
Female,Group E,high school,Free/Reduced,None,78,57,49
Male,Group B,master's degree,Standard,Completed,71,15,2
Female,Group E,bachelor's degree,Standard,None,27,76,9
Female,Group A,some high school,Standard,Completed,56,21,2
Male,Group B,master's degree,Free/Reduced,None,50,39,9
Female,Group A,some college,Standard,Completed,31,66,61
Male,Group A,some college,Standard,Completed,36,63,93
Male,Group A,bachelor's degree,Standard,None,47,73,63
Male,Group E,some high school,Free/Reduced,None,61,30,50
Male,Group A,some college,Standard,Completed,66,89,37
Male,Group D,some college,Standard,None,57,84,75
Male,Group B,master's degree,Standard,None,41,17,36
Female,Group B,high school,Free/Reduced,Completed,25,54,24
Female,Group D,some college,Free/Reduced,Completed,31,10,22
Female,Group D,associate's degree,Free/Reduced,Completed,53,97,17
Female,Group C,associate's degree,Free/Reduced,None,40,81,73
Female,Group B,master's degree,Standard,None,99,80,44
Female,Group E,some college,Free/Reduced,None,89,36,100
Female,Group A,bachelor's degree,Standard,Completed,93,38,50
Male,Group C,master's degree,Free/Reduced,Completed,48,75,50
Male,Group C,associate's degree,Standard,None,14,2,66
Male,Group B,some high school,Standard,None,81,0,9
Male,Group B,bachelor's degree,Free/Reduced,Completed,21,2,7
Female,Group C,some high school,Standard,None,16,65,30
Female,Group D,some college,Free/Reduced,Completed,47,87,54
Male,Group D,some high school,Standard,None,24,69,71
Female,Group A,bachelor's degree,Standard,None,36,2,33
Female,Group A,high school,Standard,Completed,98,43,87
Female,Group B,associate's degree,Standard,None,13,61,60
Female,Group B,high school,Standard,Completed,69,37,83
Female,Group B,some high school,Free/Reduced,None,63,86,98
Male,Group E,some high school,Free/Reduced,None,66,61,2
Female,Group A,some high school,Standard,None,14,76,99
Female,Group A,bachelor's degree,Standard,None,78,64,60
Female,Group D,associate's degree,Free/Reduced,None,44,45,71
Male,Group C,bachelor's degree,Standard,None,11,79,84
Female,Group A,bachelor's degree,Standard,None,10,48,54
Female,Group D,some college,Free/Reduced,None,45,57,10
Female,Group A,master's degree,Standard,Completed,83,35,29
Female,Group D,some high school,Standard,Completed,23,71,48
Male,Group E,bachelor's degree,Free/Reduced,Completed,44,0,17
Male,Group B,bachelor's degree,Free/Reduced,Completed,40,40,45
Female,Group C,bachelor's degree,Standard,None,21,44,58
Male,Group D,some high school,Free/Reduced,None,78,31,3
Male,Group B,some college,Standard,Completed,10,51,36
Male,Group E,master's degree,Free/Reduced,None,53,35,84
Female,Group D,some high school,Standard,None,7,60,24
Male,Group B,some college,Standard,Completed,15,87,22
Male,Group E,some college,Standard,Completed,51,9,26
Male,Group E,high school,Free/Reduced,None,20,81,55
Female,Group C,some college,Standard,None,97,72,5
Female,Group A,master's degree,Standard,None,71,2,71
Female,Group E,bachelor's degree,Free/Reduced,Completed,42,85,24
Male,Group A,bachelor's degree,Free/Reduced,Completed,79,76,34
Male,Group E,bachelor's degree,Standard,Completed,75,59,83
Female,Group B,some high school,Standard,None,99,39,30
Male,Group D,bachelor's degree,Standard,None,21,80,88
Female,Group C,some high school,Free/Reduced,None,0,22,5
Male,Group D,some high school,Free/Reduced,Completed,96,77,47
Male,Group A,some high school,Free/Reduced,None,35,11,89
Female,Group C,some college,Standard,Completed,12,87,12
Male,Group E,some college,Free/Reduced,Completed,34,6,90
Male,Group D,some high school,Free/Reduced,Completed,79,34,36
Male,Group C,associate's degree,Free/Reduced,Completed,44,12,59
Male,Group E,associate's degree,Standard,None,97,69,93
Female,Group E,some high school,Free/Reduced,None,8,41,65
